refund_id,order_id,customer_id,refund_date,refund_amount,refund_reason,refund_method,refund_status,currency
REF00002038,ORD00012829,CUST001584,2024-01-22,2094.79,Wrong Product,Bank Transfer,Approved,USD
REF00002039,ORD00020863,CUST001930,2025-10-19,1744.74,Duplicate Charge,Original Payment Method,Approved,USD
REF00002040,ORD00022329,CUST003034,2024-04-17,261.7,Quality Issue,Gift Card,Approved,USD
REF00002041,ORD00008584,CUST001510,2024-07-30,594.48,Duplicate Charge,Store Credit,Approved,USD
REF00002042,ORD00018422,CUST004628,2025-01-22,673.28,Missing Parts,Store Credit,Rejected,USD
REF00002043,ORD00017020,CUST000204,2024-02-04,1935.49,Customer Changed Mind,Gift Card,Approved,USD
REF00002044,ORD00000997,CUST004226,2025-10-22,3318.34,Customer Changed Mind,Store Credit,Approved,USD
REF00002045,ORD00008834,CUST002524,2025-10-07,805.64,Missing Parts,Store Credit,Approved,USD
REF00002046,ORD00007802,CUST000398,2025-10-31,1194.41,Damaged Item,Bank Transfer,Approved,USD
REF00002047,ORD00018007,CUST004709,2023-04-14,362.03,Late Delivery,Store Credit,Approved,USD
REF00002048,ORD00029354,CUST001083,2023-07-23,1063.09,Damaged Item,Store Credit,Approved,USD
REF00002049,ORD00000483,CUST001306,2025-12-10,2125.33,Product Not as Described,Gift Card,Approved,USD
REF00002050,ORD00009403,CUST000235,2026-02-17,1199.47,Late Delivery,Bank Transfer,Approved,USD
REF00002051,ORD00001260,CUST002838,2025-10-13,560.9,Wrong Product,Gift Card,Pending,USD
REF00002052,ORD00020553,CUST001203,2025-07-13,2542.08,Product Not as Described,Store Credit,Approved,USD
REF00002053,ORD00010252,CUST000212,2024-12-03,533.97,Wrong Product,Store Credit,Approved,USD
REF00002054,ORD00029705,CUST002106,2026-03-25,299.57,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002055,ORD00004562,CUST000607,2025-04-27,322.2,Customer Changed Mind,Store Credit,Approved,USD
REF00002056,ORD00019607,CUST002088,2025-06-02,4197.68,Quality Issue,Original Payment Method,Approved,USD
REF00002057,ORD00019329,CUST001824,2026-02-23,14.14,Customer Changed Mind,Original Payment Method,Approved,USD
REF00002058,ORD00013120,CUST000060,2023-04-25,2784.76,Duplicate Charge,Original Payment Method,Rejected,USD
REF00002059,ORD00020304,CUST004778,2024-05-22,1642.27,Quality Issue,Original Payment Method,Pending,USD
REF00002060,ORD00016532,CUST003896,2026-06-03,312.45,Damaged Item,Gift Card,Rejected,USD
REF00002061,ORD00019704,CUST001024,2024-07-31,4133.17,Missing Parts,Original Payment Method,Approved,USD
REF00002062,ORD00004360,CUST002106,2025-11-13,292.41,Wrong Product,Store Credit,Pending,USD
REF00002063,ORD00001303,CUST002667,2024-09-22,985.19,Wrong Product,Original Payment Method,Rejected,USD
REF00002064,ORD00004990,CUST004492,2024-02-21,1078.37,Quality Issue,Gift Card,Approved,USD
REF00002065,ORD00029895,CUST000056,2023-03-29,969.44,Customer Changed Mind,Gift Card,Approved,USD
REF00002066,ORD00009919,CUST002304,2025-11-07,5082.65,Missing Parts,Store Credit,Approved,USD
REF00002067,ORD00003562,CUST004276,2023-04-18,3356.14,Quality Issue,Gift Card,Approved,USD
REF00002068,ORD00019093,CUST000329,2025-01-25,796.62,Duplicate Charge,Store Credit,Approved,USD
REF00002069,ORD00021636,CUST000707,2026-10-07,936.8,Late Delivery,Store Credit,Pending,USD
REF00002070,ORD00012222,CUST003185,2025-12-20,207.39,Quality Issue,Gift Card,Approved,USD
REF00002071,ORD00009034,CUST001566,2024-01-01,424.52,Damaged Item,Store Credit,Approved,USD
REF00002072,ORD00016642,CUST000174,2024-07-11,1229.0,Duplicate Charge,Original Payment Method,Approved,USD
REF00002073,ORD00027708,CUST001900,2023-11-08,422.51,Duplicate Charge,Bank Transfer,Approved,USD
REF00002074,ORD00002648,CUST004911,2024-04-11,543.33,Missing Parts,Store Credit,Approved,USD
REF00002075,ORD00013055,CUST000435,2023-05-20,338.77,Quality Issue,Gift Card,Approved,USD
REF00002076,ORD00025780,CUST000395,2026-07-18,369.49,Missing Parts,Original Payment Method,Rejected,USD
REF00002077,ORD00014130,CUST001249,2025-06-20,1620.75,Quality Issue,Bank Transfer,Approved,USD
REF00002078,ORD00029082,CUST003017,2025-01-26,3176.35,Missing Parts,Store Credit,Approved,USD
REF00002079,ORD00006727,CUST002205,2024-09-29,497.4,Quality Issue,Store Credit,Approved,USD
REF00002080,ORD00009594,CUST001111,2025-05-06,3356.6,Product Not as Described,Gift Card,Approved,USD
REF00002081,ORD00025466,CUST004475,2024-05-17,315.59,Product Not as Described,Store Credit,Approved,USD
REF00002082,ORD00014321,CUST004900,2024-08-15,5.5,Missing Parts,Store Credit,Approved,USD
REF00002083,ORD00006029,CUST003290,2024-05-10,991.11,Late Delivery,Bank Transfer,Approved,USD
REF00002084,ORD00015215,CUST000833,2023-05-15,2577.02,Quality Issue,Bank Transfer,Approved,USD
REF00002085,ORD00027864,CUST002952,2023-02-11,534.08,Customer Changed Mind,Original Payment Method,Approved,USD
REF00002086,ORD00017437,CUST000377,2025-02-10,520.05,Damaged Item,Store Credit,Pending,USD
REF00002087,ORD00018368,CUST003208,2025-06-24,1207.74,Missing Parts,Bank Transfer,Approved,USD
REF00002088,ORD00022868,CUST002234,2024-03-18,1578.48,Missing Parts,Bank Transfer,Approved,USD
REF00002089,ORD00014213,CUST002710,2025-04-24,1889.78,Product Not as Described,Bank Transfer,Pending,USD
REF00002090,ORD00007399,CUST003522,2024-07-23,5375.58,Product Not as Described,Store Credit,Approved,USD
REF00002091,ORD00022718,CUST004383,2025-08-30,301.51,Damaged Item,Gift Card,Approved,USD
REF00002092,ORD00005386,CUST004483,2024-03-14,561.54,Quality Issue,Gift Card,Approved,USD
REF00002093,ORD00019144,CUST000182,2025-10-22,4062.27,Late Delivery,Gift Card,Approved,USD
REF00002094,ORD00004751,CUST000767,2024-04-06,795.35,Late Delivery,Original Payment Method,Approved,USD
REF00002095,ORD00029899,CUST000239,2023-08-09,484.97,Late Delivery,Bank Transfer,Approved,USD
REF00002096,ORD00025120,CUST004505,2023-09-13,1546.31,Duplicate Charge,Store Credit,Approved,USD
REF00002097,ORD00024059,CUST001856,2023-02-04,506.21,Product Not as Described,Store Credit,Approved,USD
REF00002098,ORD00027395,CUST004398,2025-05-08,471.06,Product Not as Described,Bank Transfer,Approved,USD
REF00002099,ORD00003147,CUST001081,2025-07-07,40.66,Late Delivery,Original Payment Method,Approved,USD
REF00002100,ORD00018643,CUST001328,2023-07-25,726.5,Customer Changed Mind,Gift Card,Approved,USD
REF00002101,ORD00013459,CUST002619,2024-09-06,3437.9,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002102,ORD00024927,CUST000223,2023-11-11,614.78,Missing Parts,Original Payment Method,Approved,USD
REF00002103,ORD00020288,CUST002187,2024-08-18,251.62,Damaged Item,Gift Card,Approved,USD
REF00002104,ORD00004469,CUST002885,2024-10-31,58.02,Damaged Item,Gift Card,Approved,USD
REF00002105,ORD00008720,CUST000599,2024-02-17,5705.69,Product Not as Described,Store Credit,Approved,USD
REF00002106,ORD00017857,CUST000024,2024-08-28,3389.04,Late Delivery,Bank Transfer,Pending,USD
REF00002107,ORD00004966,CUST003616,2025-05-18,877.43,Quality Issue,Original Payment Method,Approved,USD
REF00002108,ORD00028868,CUST004704,2023-12-01,1702.75,Late Delivery,Bank Transfer,Approved,USD
REF00002109,ORD00020037,CUST002523,2023-06-17,2320.92,Quality Issue,Bank Transfer,Rejected,USD
REF00002110,ORD00024302,CUST002807,2023-09-03,976.69,Damaged Item,Gift Card,Approved,USD
REF00002111,ORD00020741,CUST002928,2025-09-28,880.8,Quality Issue,Store Credit,Approved,USD
REF00002112,ORD00022487,CUST001391,2025-05-12,248.24,Product Not as Described,Gift Card,Approved,USD
REF00002113,ORD00007423,CUST000186,2025-03-16,1204.24,Late Delivery,Original Payment Method,Approved,USD
REF00002114,ORD00020008,CUST002064,2025-06-22,68.89,Quality Issue,Bank Transfer,Approved,USD
REF00002115,ORD00018233,CUST001112,2025-09-10,372.33,Customer Changed Mind,Gift Card,Approved,USD
REF00002116,ORD00018366,CUST001664,2024-07-25,202.12,Product Not as Described,Store Credit,Approved,USD
REF00002117,ORD00026855,CUST003174,2023-07-30,2705.81,Duplicate Charge,Store Credit,Approved,USD
REF00002118,ORD00003933,CUST001307,2026-01-02,4639.13,Missing Parts,Original Payment Method,Approved,USD
REF00002119,ORD00025496,CUST004841,2024-10-06,394.73,Customer Changed Mind,Store Credit,Approved,USD
REF00002120,ORD00013512,CUST000931,2025-07-28,671.13,Late Delivery,Bank Transfer,Approved,USD
REF00002121,ORD00018558,CUST003248,2023-10-02,3489.5,Duplicate Charge,Original Payment Method,Approved,USD
REF00002122,ORD00001805,CUST002639,2024-04-07,159.11,Duplicate Charge,Gift Card,Approved,USD
REF00002123,ORD00006195,CUST003201,2026-07-26,4268.27,Product Not as Described,Bank Transfer,Rejected,USD
REF00002124,ORD00023854,CUST004307,2026-07-30,524.93,Missing Parts,Original Payment Method,Approved,USD
REF00002125,ORD00012373,CUST003532,2026-02-27,290.81,Quality Issue,Gift Card,Approved,USD
REF00002126,ORD00023627,CUST000824,2026-06-04,325.11,Late Delivery,Original Payment Method,Pending,USD
REF00002127,ORD00001235,CUST001002,2023-11-12,500.88,Duplicate Charge,Original Payment Method,Approved,USD
REF00002128,ORD00001454,CUST002669,2026-05-27,208.26,Late Delivery,Gift Card,Approved,USD
REF00002129,ORD00017959,CUST000396,2023-11-24,148.33,Wrong Product,Store Credit,Pending,USD
REF00002130,ORD00010333,CUST001898,2025-07-23,354.28,Damaged Item,Bank Transfer,Approved,USD
REF00002131,ORD00022652,CUST002663,2025-04-08,2036.66,Product Not as Described,Gift Card,Approved,USD
REF00002132,ORD00020786,CUST001975,2025-08-29,953.15,,Original Payment Method,Approved,USD
REF00002133,ORD00023324,CUST002758,2026-07-23,1528.85,Customer Changed Mind,Original Payment Method,Approved,USD
REF00002134,ORD00009108,CUST001070,2025-06-03,1164.76,Damaged Item,Original Payment Method,Approved,USD
REF00002135,ORD00016848,CUST000643,2023-06-13,3825.73,Duplicate Charge,Original Payment Method,Approved,USD
REF00002136,ORD00012264,CUST004748,2025-03-13,3164.55,Wrong Product,Bank Transfer,Approved,USD
REF00002137,ORD00025699,CUST001099,2023-04-13,599.73,Product Not as Described,Original Payment Method,Pending,USD
REF00002138,ORD00005651,CUST002454,2024-05-30,2540.32,Quality Issue,Original Payment Method,Approved,USD
REF00002139,ORD00015290,CUST004013,2025-12-29,733.01,Quality Issue,Original Payment Method,Approved,USD
REF00002140,ORD00023496,CUST003997,2024-10-14,1951.88,Late Delivery,Bank Transfer,Approved,USD
REF00002141,ORD00011660,CUST000732,2026-06-01,3937.9,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002142,ORD00008322,CUST003623,2024-08-31,289.73,Quality Issue,Original Payment Method,Pending,USD
REF00002143,ORD00005965,CUST000297,2025-05-12,103.4,Wrong Product,Original Payment Method,Rejected,USD
REF00002144,ORD00022794,CUST003589,2023-03-04,2440.44,Product Not as Described,Store Credit,Approved,USD
REF00002145,ORD00012581,CUST004679,2023-11-30,3607.78,Duplicate Charge,Bank Transfer,Approved,USD
REF00002146,ORD00016454,CUST002685,2025-07-12,2144.51,Quality Issue,Bank Transfer,Approved,USD
REF00002147,ORD00007242,CUST004642,2024-04-28,1247.7,Damaged Item,Bank Transfer,Pending,USD
REF00002148,ORD00021002,CUST001158,2023-02-04,1638.76,Missing Parts,Bank Transfer,Pending,USD
REF00002149,ORD00006940,CUST003725,2024-12-28,179.47,Wrong Product,Bank Transfer,Approved,USD
REF00002150,ORD00009543,CUST001268,2026-06-18,1153.74,Wrong Product,Bank Transfer,Approved,USD
REF00002151,ORD00023171,CUST003433,2026-06-27,1921.5,Customer Changed Mind,Original Payment Method,Approved,USD
REF00002152,ORD00004514,CUST002251,2025-04-24,17.64,Product Not as Described,Bank Transfer,Approved,USD
REF00002153,ORD00018523,CUST000227,2023-05-18,1606.72,Damaged Item,Store Credit,Approved,USD
REF00002154,ORD00002424,CUST000873,2024-07-29,6.74,Missing Parts,Store Credit,Approved,USD
REF00002155,ORD00016272,CUST000221,2024-02-18,650.51,Duplicate Charge,Original Payment Method,Approved,USD
REF00002156,ORD00009561,CUST002793,2025-06-25,1366.41,Wrong Product,Original Payment Method,Approved,USD
REF00002157,ORD00013107,CUST002760,2025-05-23,2855.15,Missing Parts,Store Credit,Pending,USD
REF00002158,ORD00005182,CUST001014,2026-04-20,1331.36,Product Not as Described,Store Credit,Rejected,USD
REF00002159,ORD00019004,CUST001552,2023-06-03,119.65,Damaged Item,Store Credit,Approved,USD
REF00002160,ORD00015733,CUST001759,2024-08-11,190.17,Wrong Product,Bank Transfer,Approved,USD
REF00002161,ORD00020502,CUST001822,2024-02-13,846.25,Quality Issue,Gift Card,Approved,USD
REF00002162,ORD00027428,CUST002754,2024-10-18,654.72,Wrong Product,Original Payment Method,Approved,USD
REF00002163,ORD00027515,CUST001883,2026-07-30,1754.28,Late Delivery,Original Payment Method,Approved,USD
REF00002164,ORD00001254,CUST000610,2024-10-10,1308.02,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002165,ORD00017148,CUST000510,2026-01-17,6.54,Duplicate Charge,Bank Transfer,Approved,USD
REF00002166,ORD00012554,CUST004648,2025-07-03,2860.8,Missing Parts,Store Credit,Approved,USD
REF00002167,ORD00023997,CUST003825,2023-01-31,1365.78,Wrong Product,Store Credit,Rejected,USD
REF00002168,ORD00012039,CUST000819,2023-10-24,144.67,Damaged Item,Bank Transfer,Approved,USD
REF00002169,ORD00002798,CUST000740,2023-12-05,1511.59,Product Not as Described,Store Credit,Approved,USD
REF00002170,ORD00022225,CUST000609,2023-10-09,1701.92,Damaged Item,Store Credit,Approved,USD
REF00002171,ORD00010685,CUST000477,2025-03-03,333.89,Duplicate Charge,Original Payment Method,Rejected,USD
REF00002172,ORD00026017,CUST002919,2025-03-01,269.09,Duplicate Charge,Original Payment Method,Rejected,USD
REF00002173,ORD00028926,CUST004203,2025-04-02,490.95,Duplicate Charge,Original Payment Method,Approved,USD
REF00002174,ORD00013883,CUST004436,2024-06-20,744.69,Quality Issue,Store Credit,Approved,USD
REF00002175,ORD00009058,CUST001744,2025-01-30,100.28,Product Not as Described,Bank Transfer,Approved,USD
REF00002176,ORD00003616,CUST002282,2023-12-09,844.84,Damaged Item,Gift Card,Approved,USD
REF00002177,ORD00029923,CUST001639,2026-07-12,3.03,Late Delivery,Store Credit,Pending,USD
REF00002178,ORD00028416,CUST004400,2023-08-05,1773.96,Product Not as Described,Store Credit,Approved,USD
REF00002179,ORD00022363,CUST004692,2026-06-30,33.89,Customer Changed Mind,Gift Card,Approved,USD
REF00002180,ORD00003279,CUST000430,2024-09-05,2997.14,Wrong Product,Gift Card,Approved,USD
REF00002181,ORD00020865,CUST001191,2024-05-02,746.14,Duplicate Charge,Store Credit,Approved,USD
REF00002182,ORD00008223,CUST003486,2025-01-12,622.66,Duplicate Charge,Original Payment Method,Approved,USD
REF00002183,ORD00001770,CUST001440,2024-12-11,1030.51,Product Not as Described,Bank Transfer,Approved,USD
REF00002184,ORD00000785,CUST003299,2024-04-29,2538.91,Wrong Product,Store Credit,Approved,USD
REF00002185,ORD00013500,CUST003903,2026-03-09,468.58,Customer Changed Mind,Store Credit,Approved,USD
REF00002186,ORD00028025,CUST003064,2025-12-18,2421.59,Wrong Product,Bank Transfer,Approved,USD
REF00002187,ORD00026239,CUST000232,2023-10-03,263.26,Late Delivery,Store Credit,Approved,USD
REF00002188,ORD00022658,CUST002385,2023-06-03,2630.13,Customer Changed Mind,Store Credit,Approved,USD
REF00002189,ORD00013954,CUST004781,2024-05-14,375.58,Missing Parts,Bank Transfer,Approved,USD
REF00002190,ORD00024615,CUST004201,2024-10-27,306.94,Wrong Product,Bank Transfer,Approved,USD
REF00002191,ORD00006505,CUST002126,2025-09-10,210.58,Quality Issue,Original Payment Method,Approved,USD
REF00002192,ORD00005649,CUST002397,2023-01-21,104.87,Duplicate Charge,Bank Transfer,Approved,USD
REF00002193,ORD00013992,CUST003482,2023-12-23,138.4,Wrong Product,Original Payment Method,Rejected,USD
REF00002194,ORD00001033,CUST003809,2025-05-23,3025.16,Late Delivery,Store Credit,Approved,USD
REF00002195,ORD00023834,CUST004582,2024-06-15,2534.03,Late Delivery,Bank Transfer,Approved,USD
REF00002196,ORD00016318,CUST002941,2025-09-28,482.11,Customer Changed Mind,Gift Card,Approved,USD
REF00002197,ORD00023911,CUST004525,2025-05-27,338.68,Damaged Item,Gift Card,Rejected,USD
REF00002198,ORD00001953,CUST004703,2023-03-23,2850.42,Damaged Item,Original Payment Method,Approved,USD
REF00002199,ORD00001587,CUST002391,2023-11-19,265.93,Customer Changed Mind,Gift Card,Approved,USD
REF00002200,ORD00017523,CUST003020,2024-01-22,812.1,Quality Issue,Bank Transfer,Pending,USD
REF00002201,ORD00027539,CUST003818,2023-06-12,122.16,Quality Issue,Bank Transfer,Pending,USD
REF00002202,ORD00001685,CUST001318,2025-06-19,602.8,Late Delivery,Store Credit,Pending,USD
REF00002203,ORD00009052,CUST003182,2024-10-23,244.39,Late Delivery,Bank Transfer,Approved,USD
REF00002204,ORD00009802,CUST002282,2025-08-05,830.79,Wrong Product,Gift Card,Approved,USD
REF00002205,ORD00026633,CUST002292,2024-09-05,101.92,Customer Changed Mind,Original Payment Method,Approved,USD
REF00002206,ORD00002770,CUST000064,2025-01-29,565.72,Duplicate Charge,Store Credit,Approved,USD
REF00002207,ORD00025412,CUST002589,2023-08-30,679.19,Wrong Product,Gift Card,Approved,USD
REF00002208,ORD00008858,CUST004273,2026-05-18,2730.44,Wrong Product,Gift Card,Approved,USD
REF00002209,ORD00025174,CUST000720,2025-03-09,747.6,Missing Parts,Bank Transfer,Approved,USD
REF00002210,ORD00013708,CUST001634,2023-10-10,1211.89,Damaged Item,Bank Transfer,Approved,USD
REF00002211,ORD00026228,CUST001749,2024-02-21,442.42,Duplicate Charge,Gift Card,Approved,USD
REF00002212,ORD00011302,CUST003779,2024-11-18,2711.23,Damaged Item,Gift Card,Pending,USD
REF00002213,ORD00002341,CUST000321,2025-05-13,335.86,Duplicate Charge,Store Credit,Approved,USD
REF00002214,ORD00004402,CUST003586,2025-08-26,1201.03,Late Delivery,Store Credit,Approved,USD
REF00002215,ORD00024800,CUST003835,2024-09-30,659.72,Customer Changed Mind,Store Credit,Approved,USD
REF00002216,ORD00016667,CUST004508,2024-02-22,192.36,Wrong Product,Store Credit,Approved,USD
REF00002217,ORD00021262,CUST003473,2025-11-27,1009.75,Damaged Item,Bank Transfer,Approved,USD
REF00002218,ORD00003507,CUST003863,2026-06-22,1676.21,Missing Parts,Original Payment Method,Approved,USD
REF00002219,ORD00009964,CUST004378,2025-12-30,91.27,Damaged Item,Gift Card,Approved,USD
REF00002220,ORD00023948,CUST001100,2025-02-15,3815.59,Wrong Product,Bank Transfer,Approved,USD
REF00002221,ORD00017775,CUST003341,2025-03-03,1155.35,Duplicate Charge,Original Payment Method,Approved,USD
REF00002222,ORD00024057,CUST002236,2024-08-28,1106.08,Duplicate Charge,Original Payment Method,Approved,USD
REF00002223,ORD00014087,CUST002675,2023-05-27,890.41,Wrong Product,Original Payment Method,Approved,USD
REF00002224,ORD00028244,CUST003790,2025-12-19,451.85,Wrong Product,Store Credit,Approved,USD
REF00002225,ORD00012585,CUST004057,2026-05-22,579.62,Late Delivery,Gift Card,Approved,USD
REF00002226,ORD00004859,CUST003023,2026-01-29,453.66,Missing Parts,Gift Card,Approved,USD
REF00002227,ORD00024758,CUST004655,2025-06-24,619.48,Product Not as Described,Bank Transfer,Approved,USD
REF00002228,ORD00012950,CUST002275,2025-03-27,835.19,Missing Parts,Store Credit,Pending,USD
REF00002229,ORD00017317,CUST004541,2023-09-27,258.55,Customer Changed Mind,Original Payment Method,Approved,USD
REF00002230,ORD00014035,CUST004881,2023-04-25,245.5,Product Not as Described,Store Credit,Approved,USD
REF00002231,ORD00019660,CUST002104,2023-06-15,307.29,Duplicate Charge,Bank Transfer,Approved,USD
REF00002232,ORD00007262,CUST002159,2023-02-10,292.93,Damaged Item,Original Payment Method,Approved,USD
REF00002233,ORD00012914,CUST001406,2025-01-13,2750.65,Duplicate Charge,Gift Card,Approved,USD
REF00002234,ORD00024539,CUST002833,2025-12-06,735.42,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002235,ORD00003629,CUST002926,2025-09-26,2758.67,Quality Issue,Original Payment Method,Approved,USD
REF00002236,ORD00013167,CUST000358,2024-08-31,2603.54,Damaged Item,Gift Card,Approved,USD
REF00002237,ORD00023819,CUST002353,2023-11-05,1787.44,Duplicate Charge,Gift Card,Approved,USD
REF00002238,ORD00010424,CUST001696,2024-07-03,85.46,Wrong Product,Bank Transfer,Approved,USD
REF00002239,ORD00018785,CUST002537,2023-02-16,215.36,Wrong Product,Bank Transfer,Rejected,USD
REF00002240,ORD00004786,CUST004349,2023-11-19,874.05,Duplicate Charge,Original Payment Method,Approved,USD
REF00002241,ORD00027235,CUST004539,2025-05-29,120.59,Quality Issue,Store Credit,Approved,USD
REF00002242,ORD00025959,CUST003721,2025-02-05,1247.15,Customer Changed Mind,Gift Card,Pending,USD
REF00002243,ORD00017064,CUST001186,2023-09-12,2805.42,Customer Changed Mind,Store Credit,Approved,USD
REF00002244,ORD00010842,CUST000767,2024-10-11,876.42,Product Not as Described,Original Payment Method,Approved,USD
REF00002245,ORD00018230,CUST001805,2024-02-01,524.82,Damaged Item,Store Credit,Approved,USD
REF00002246,ORD00019656,CUST001642,2025-01-13,605.1,Product Not as Described,Gift Card,Approved,USD
REF00002247,ORD00020081,CUST003137,2023-03-23,4969.78,Wrong Product,Bank Transfer,Approved,USD
REF00002248,ORD00022415,CUST000812,2024-12-09,37.9,Damaged Item,Store Credit,Approved,USD
REF00002249,ORD00026063,CUST000979,2025-07-13,512.63,Wrong Product,Bank Transfer,Approved,USD
REF00002250,ORD00026776,CUST000479,2023-06-16,1855.66,Late Delivery,Bank Transfer,Approved,USD
REF00002251,ORD00020225,CUST001277,2024-05-21,116.3,Wrong Product,Gift Card,Approved,USD
REF00002252,ORD00001950,CUST002687,2025-12-15,442.84,Duplicate Charge,Store Credit,Approved,USD
REF00002253,ORD00014492,CUST003533,2024-10-14,285.55,Quality Issue,Bank Transfer,Approved,USD
REF00002254,ORD00014740,CUST001177,2023-01-21,331.41,Wrong Product,Store Credit,Approved,USD
REF00002255,ORD00016989,CUST003100,2025-09-28,717.5,Late Delivery,Store Credit,Approved,USD
REF00002256,ORD00001026,CUST001280,2024-03-01,1025.14,Quality Issue,Gift Card,Approved,USD
REF00002257,ORD00018608,CUST001126,2023-05-11,199.59,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002258,ORD00026548,CUST004115,2025-11-11,1093.57,Missing Parts,Bank Transfer,Approved,USD
REF00002259,ORD00010265,CUST002356,2023-10-18,162.74,Late Delivery,Store Credit,Approved,USD
REF00002260,ORD00001562,CUST004740,2024-01-23,530.96,Customer Changed Mind,Store Credit,Rejected,USD
REF00002261,ORD00016312,CUST004812,2023-07-01,1537.37,Damaged Item,Store Credit,Approved,USD
REF00002262,ORD00024032,CUST003916,2025-02-09,139.79,Late Delivery,Bank Transfer,Approved,USD
REF00002263,ORD00010299,CUST003451,2023-07-14,218.15,Quality Issue,Store Credit,Pending,USD
REF00002264,ORD00020430,CUST003032,2025-06-22,2264.69,Wrong Product,Bank Transfer,Approved,USD
REF00002265,ORD00022056,CUST004457,2024-01-21,2365.68,Damaged Item,Store Credit,Approved,USD
REF00002266,ORD00009032,CUST002055,2023-08-15,702.63,Product Not as Described,Store Credit,Approved,USD
REF00002267,ORD00004926,CUST003326,2024-07-06,422.53,Late Delivery,Gift Card,Approved,USD
REF00002268,ORD00027221,CUST002690,2024-03-19,160.48,Missing Parts,Original Payment Method,Approved,USD
REF00002269,ORD00002359,CUST002868,2024-03-04,162.65,Late Delivery,Original Payment Method,Approved,USD
REF00002270,ORD00024164,CUST000139,2025-07-26,50.39,Late Delivery,Gift Card,Rejected,USD
REF00002271,ORD00027357,CUST001437,2024-07-22,1568.56,Damaged Item,Original Payment Method,Pending,USD
REF00002272,ORD00007326,CUST004436,2024-09-22,283.49,Late Delivery,Original Payment Method,Approved,USD
REF00002273,ORD00007260,CUST003309,2025-07-29,292.63,Product Not as Described,Bank Transfer,Approved,USD
REF00002274,ORD00018360,CUST001863,2023-09-07,286.77,Damaged Item,Bank Transfer,Approved,USD
REF00002275,ORD00015612,CUST003987,2023-06-07,428.48,Wrong Product,Original Payment Method,Approved,USD
REF00002276,ORD00013541,CUST003033,2023-06-19,2164.29,Damaged Item,Original Payment Method,Approved,USD
REF00002277,ORD00023641,CUST000774,2023-10-17,506.8,Damaged Item,Bank Transfer,Approved,USD
REF00002278,ORD00002662,CUST001264,2024-09-23,2235.72,Damaged Item,Gift Card,Approved,USD
REF00002279,ORD00001150,CUST004562,2025-04-06,741.83,Damaged Item,Bank Transfer,Approved,USD
REF00002280,ORD00017558,CUST001073,2025-01-18,997.43,Damaged Item,Gift Card,Approved,USD
REF00002281,ORD00016066,CUST003083,2024-02-12,1915.74,Product Not as Described,Original Payment Method,Approved,USD
REF00002282,ORD00007106,CUST004116,2023-11-10,3254.14,Damaged Item,Store Credit,Approved,USD
REF00002283,ORD00011058,CUST002440,2023-02-19,3286.5,Missing Parts,Store Credit,Approved,USD
REF00002284,ORD00001395,CUST004564,2024-01-11,342.02,Customer Changed Mind,Gift Card,Approved,USD
REF00002285,ORD00020118,CUST001398,2025-12-31,446.0,Quality Issue,Bank Transfer,Pending,USD
REF00002286,ORD00003084,CUST000364,2023-12-29,251.06,Duplicate Charge,Bank Transfer,Approved,USD
REF00002287,ORD00015083,CUST004745,2024-05-30,601.6,Product Not as Described,Original Payment Method,Approved,USD
REF00002288,ORD00010260,CUST002695,2025-09-10,438.58,Damaged Item,Original Payment Method,Pending,USD
REF00002289,ORD00014665,CUST002181,2026-03-23,648.82,Wrong Product,Gift Card,Approved,USD
REF00002290,ORD00029843,CUST003592,2023-11-26,630.11,Damaged Item,Original Payment Method,Pending,USD
REF00002291,ORD00004683,CUST002075,2025-03-23,3277.87,Duplicate Charge,Bank Transfer,Approved,USD
REF00002292,ORD00026019,CUST004002,2025-06-07,1047.38,Product Not as Described,Original Payment Method,Approved,USD
REF00002293,ORD00002243,CUST000916,2024-07-13,1486.6,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002294,ORD00002253,CUST000028,2024-06-30,1783.06,Missing Parts,Bank Transfer,Approved,USD
REF00002295,ORD00006419,CUST002911,2023-08-03,312.21,Customer Changed Mind,Gift Card,Approved,USD
REF00002296,ORD00020004,CUST001247,2024-06-22,657.49,Duplicate Charge,Gift Card,Rejected,USD
REF00002297,ORD00008102,CUST003055,2026-01-03,207.77,Missing Parts,Store Credit,Rejected,USD
REF00002298,ORD00020153,CUST002357,2024-08-26,236.88,Duplicate Charge,Gift Card,Approved,USD
REF00002299,ORD00013089,CUST001208,2026-01-07,1553.49,Customer Changed Mind,Bank Transfer,Approved,USD
REF00002300,ORD00028621,CUST003075,2023-05-06,2677.44,,Original Payment Method,Approved,USD
REF00002301,ORD00015368,CUST001354,2023-01-26,348.9,Damaged Item,Gift Card,Approved,USD
REF00002302,ORD00021436,CUST001322,2024-08-20,929.16,Missing Parts,Original Payment Method,Approved,USD
REF00002303,ORD00009017,CUST004296,2024-07-24,2442.18,Duplicate Charge,Bank Transfer,Approved,USD
REF00002304,ORD00000574,CUST002354,2026-01-12,932.72,Customer Changed Mind,Store Credit,Approved,USD
